meeting,start,end,speaker,text
EN2001a,2154.7,2175.32,Speaker_2,"And then just a change that to work on whatever. It's probably like in the end, probably it wouldn't be the best thing if it's just the highest most highly ranked phrase of keyword because, like for example, for an introduction that would most definitely not be anything that has any title anywhere similar to introduction. And they should be wasted by stuff like the hot spots and the"
EN2001a,2175.32,2184.04,Speaker_1,"key words to the segment and that. Also, like for this part, maybe if we go over with named entity in the"
EN2001a,2184.04,2204.94,Speaker_2,"end, if I mean one of people doing deal has some named entity code to spare. And just like at least for the sort of for finding topics, titles for segments, just take a named entity which has a really high, what's it called, DFIDF, whatever. Because you'd probably be quite likely if they talk about a conference or a person that that would be a named entity which is"
EN2001a,2204.94,2214.02,Speaker_1,"very highly frequent in that part. I also saw that named entity. I thought it was a very narrow case. Yeah, he said there quite far. So that basically"
EN2001a,2214.02,2250.06,Speaker_2,"was still bother basing too much of the general calculation. And it's like, especially if there's far as probably individual named entities which describe what a segment is about would probably be quite good. Like if there's some name of some conference, they could probably say that name of the conference quite often. Even though he's right that they make indirect references to it. Anyway. And you said you're counting and implementing the idea. What exactly are you? It's not DFIDF, it's just a versatile, it's easy to basically. There's just like"
EN2001a,2250.06,2256.72,Speaker_1,"for a base one. You could do that in Java, yeah. Wow, I'm halfway through. So you're not working that there."
EN2001a,2259.28,2265.06,Speaker_2,So you're doing that on a per word level? Yeah. Okay. And then I have
EN2001a,2265.06,2273.44,Speaker_1,"a general idea. Okay. But it's not like related to the conference at all. It's just from the, in all the tree text."
EN2001a,2274.32,2283.04,Speaker_2,"Okay, come on. It's just wondering where you had the conference from at the moment. No. So it seems"
EN2001a,2283.04,2289.06,Speaker_4,the data structure isn't a big problem. And that basically we don't have to have all these massive discussions of how
EN2001a,2289.06,2295.06,Speaker_2,we exactly interact with the data structure because most of our work isn't done with the data structure in memory
EN2001a,2295.06,2302.34,Speaker_1,in the browser. But it's just an offline and everyone can represent it anyway. They want it longer. So I sort of store it in the use flag. The matter of presentation in the end.
EN2001a,2304.42,2324.92,Speaker_2,"So it would be useful to know how. And then we'll store that in the same. Yeah, that would mean understanding the night XML, XML sort of format in a lot more detail. We should, I think we should just have a long session in a good room together and like now that we know a bit more what we want to take a closer look. Yeah."
EN2001a,2325.36,2334.16,Speaker_1,And I think that's a few hours. Yeah. I've had a look at the topic segments. I've had a store. And
EN2001a,2334.16,2340.02,Speaker_2,then there's a few permitting and it gives a time stamp
EN2001a,2340.02,2347.62,Speaker_1,and inside each one there's the actual utterance segments. And the last of them are called middle numbered.
EN2001a,2349.32,2350.62,Speaker_2,So that's the last word.
EN2001a,2355.84,2363.84,Speaker_1,"Yeah, I haven't looked at this stuff much down. So I guess I'm going to be segmenting it with the LC sake. And that's the"
EN2001a,2363.84,2369.0,Speaker_2,same format I want to back out and should be equivalent.
EN2001a,2372.14,2376.9,Speaker_4,Who's sort of doing the central coordination
EN2001a,2376.9,2378.88,unknown,of the
EN2001a,2378.88,2432.78,Speaker_2,"browser application? Are like, the integration. But you mean the integration? Yeah, but also like all these elements like the loading and integration and like handing the data loading and stuff. I don't know what the thing is. I'm sort of like, I think I'll take over there to splage it because I started with a bit and found it. Yeah, you found it doable. So there's somebody should sort of be the one person who understands most about what's essentially going on with the project, like with the browser as a whole and where the data comes in. And it's also complicated. Yeah, it could be difficult."
EN2001a,2436.62,2439.2,Speaker_4,I guess we can do it like several
EN2001a,2439.2,2445.0,Speaker_2,people together. It's probably just those people have to work together a lot in very close images. Make
EN2001a,2445.0,2453.62,Speaker_1,sure that they always understand what the other ones doing. I guess the important thing is to get the crucial modules built
EN2001a,2453.62,2459.88,Speaker_2,in each step in simple versions of them. Or already made versions of them for that
EN2001a,2459.88,2476.6,Speaker_1,"matter. Yeah, then we'll maybe have to prioritize somebody into the end of it here. But I think actually like at the moment the integration comes first. I mean, it's sort of at the moment the building the browser comes first and then only comes the creating news, physical"
EN2001a,2476.6,2478.0,unknown,data chunks because
EN2001a,2478.0,2483.88,Speaker_4,"that's sort of the whole thing about having a prototype system, which is more or less working on on chunk data. But at least we have the"
EN2001a,2483.88,2505.14,Speaker_2,"framework in which we can then test everything and look at everything. Because before we have that it's going to be very difficult for anyone to really see how much the work that they're doing is making sense because you just where I guess you can see something from the data that you have in your individual XML files that you create, but it will be nice to have some basic system which is just a play some stuff. So"
EN2001a,2505.14,2514.0,Speaker_1,many we should try to something really simple like just displaying a home meeting. And like just being able to scroll through it or something like that
EN2001a,2514.0,2520.08,Speaker_2,"or just adapt like there, like just sort of go from the assistant and adapt that piece for piece and see"
EN2001a,2520.08,2526.5,Speaker_1,how we could. How we could arrange like adapt that our system.
